afile	alang	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
RU_3_13_9	ru	bad	16.045454545454547	0.0113314447592068	0.0169971671388102	0.0	0.4090909090909091	0.09090909090909091	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.9545454545454546	0.7272727272727273	0.5495750708215298	0.9748743718592965	0.0	0.18181818181818182	0.7209302325581395	0.11627906976744186	0.09302325581395349	0.18604651162790697	0.0	0.045454545454545456	0.3181818181818182	0.09090909090909091	0.045454545454545456	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.0851063829787234	0.0	0.045454545454545456	1.0454545454545454	0.36363636363636365	0.0113314447592068	0.8260869565217391	3.376605516692239	1.0408628286917763	0.03409090909090909	0.0	0.0	0.035606060606060606	0.045454545454545456	0.17045454545454544	0.17727272727272728
RU_1_169_12	ru	bad	21.157894736842106	0.009950248756218905	0.004975124378109453	0.0024875621890547263	0.8947368421052632	0.05263157894736842	0.21052631578947367	0.15789473684210525	0.05263157894736842	0.10526315789473684	1.5789473684210527	1.105263157894737	0.4925373134328358	0.9658536585365853	0.0024875621890547263	0.05263157894736842	0.6521739130434783	0.08695652173913043	0.2391304347826087	0.21739130434782608	0.0	0.3157894736842105	0.7894736842105263	0.05263157894736842	0.0	0.10526315789473684	0.05263157894736842	0.15789473684210525	0.15789473684210525	0.04918032786885246	0.03278688524590164	0.3157894736842105	1.3157894736842106	0.21052631578947367	0.014925373134328358	0.75	3.5121726380729146	1.4460521640291886	0.15789473684210523	0.0	0.06140350877192983	0.05701754385964912	0.09649122807017543	0.10526315789473684	0.008771929824561403
RU_1_131_9	ru	bad	26.77777777777778	0.02074688796680498	0.004149377593360996	0.0	1.2777777777777777	0.0	0.3888888888888889	0.1111111111111111	0.05555555555555555	0.16666666666666666	2.5	0.3333333333333333	0.5	0.964	0.02074688796680498	0.6111111111111112	0.5454545454545454	0.10909090909090909	0.10909090909090909	0.2727272727272727	0.0	0.1111111111111111	0.6111111111111112	0.3333333333333333	0.1111111111111111	0.1111111111111111	0.05555555555555555	0.16666666666666666	0.2222222222222222	0.024390243902439025	0.024390243902439025	0.16666666666666666	2.388888888888889	0.2777777777777778	0.014522821576763486	0.6	3.804895923357983	1.0767948471031128	0.025992063492063493	0.006944444444444444	0.0	0.05423280423280423	0.03571428571428571	0.3333333333333333	0.07546296296296297
RU_1_325_9	ru	bad	15.34375	0.008146639511201629	0.014256619144602852	0.0	0.46875	0.0625	0.03125	0.0	0.0	0.125	1.375	0.9375	0.5661914460285132	1.0	0.004073319755600814	0.375	0.625	0.03571428571428571	0.19642857142857142	0.3392857142857143	0.0	0.09375	0.34375	0.0	0.09375	0.0	0.0	0.03125	0.03125	0.015151515151515152	0.0	0.0625	1.15625	0.3125	0.014256619144602852	0.8909090909090909	3.5970438359638734	0.8006717435739785	0.17708333333333331	0.0	0.03645833333333333	0.018229166666666664	0.03645833333333333	0.1015625	0.17447916666666666
RU_1_377_4	ru	bad	22.666666666666668	0.025210084033613446	0.004201680672268907	0.004201680672268907	1.4285714285714286	0.047619047619047616	0.19047619047619047	0.047619047619047616	0.047619047619047616	0.09523809523809523	2.0	0.19047619047619047	0.4831932773109244	0.9829059829059829	0.01050420168067227	0.09523809523809523	0.7142857142857143	0.22448979591836735	0.08163265306122448	0.12244897959183673	0.0	0.23809523809523808	0.38095238095238093	0.09523809523809523	0.0	0.0	0.19047619047619047	0.14285714285714285	0.09523809523809523	0.013513513513513514	0.0	0.42857142857142855	1.1904761904761905	0.23809523809523808	0.012605042016806723	0.6721311475409836	3.657956795690216	1.1500327820741232	0.09285714285714286	0.03333333333333333	0.0	0.023809523809523808	0.047619047619047616	0.16666666666666666	0.03333333333333333
RU_1_238_2	ru	bad	15.64	0.02557544757033248	0.005115089514066497	0.0	0.6	0.04	0.04	0.0	0.04	0.04	0.92	0.48	0.5089514066496164	0.9900497512437811	0.01278772378516624	0.12	0.7222222222222222	0.1111111111111111	0.05555555555555555	0.3333333333333333	0.0	0.16	0.4	0.08	0.12	0.12	0.04	0.0	0.0	0.08695652173913043	0.0	0.12	0.64	0.48	0.028132992327365727	0.7317073170731707	3.3868882947118233	1.0242838468720823	0.07333333333333333	0.04	0.013333333333333332	0.02	0.056666666666666664	0.08666666666666666	0.18333333333333332
RU_1_114_32	ru	bad	30.3125	0.008247422680412371	0.008247422680412371	0.0	0.875	0.0	0.1875	0.0	0.125	0.125	2.0625	1.5625	0.47216494845360824	0.9662447257383966	0.008247422680412371	0.25	0.7291666666666666	0.08333333333333333	0.08333333333333333	0.16666666666666666	0.0	0.375	0.875	0.0625	0.1875	0.0625	0.0	0.0625	0.1875	0.04	0.04	0.25	1.9375	0.3125	0.01443298969072165	0.8205128205128205	4.154458979335369	1.3859992681448992	0.19722222222222222	0.0	0.04027777777777777	0.03125	0.12361111111111112	0.10243055555555555	0.05451388888888889
RU_1_335_11	ru	bad	22.428571428571427	0.025477707006369428	0.022292993630573247	0.0	0.35714285714285715	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.0	0.14285714285714285	1.5	1.3571428571428572	0.4012738853503185	0.984375	0.0031847133757961785	0.07142857142857142	0.9166666666666666	0.0	0.125	0.041666666666666664	0.0	0.07142857142857142	0.5714285714285714	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.07142857142857142	0.9285714285714286	0.42857142857142855	0.01592356687898089	0.7058823529411765	3.559374785267642	1.1640873015873014	0.05952380952380952	0.0	0.03571428571428571	0.09523809523809523	0.03571428571428571	0.2619047619047619	0.0
RU_1_335_26	ru	bad	23.533333333333335	0.039660056657223795	0.014164305949008499	0.0	0.26666666666666666	0.2	0.26666666666666666	0.06666666666666667	0.13333333333333333	0.13333333333333333	1.8666666666666667	1.7333333333333334	0.46742209631728043	1.0	0.0084985835694051	0.0	0.7837837837837838	0.08108108108108109	0.16216216216216217	0.10810810810810811	0.0	0.26666666666666666	0.7333333333333333	0.06666666666666667	0.0	0.0	0.13333333333333333	0.0	0.0	0.03773584905660377	0.0	0.26666666666666666	1.4666666666666666	0.26666666666666666	0.0113314447592068	0.5609756097560976	3.7837701284947665	1.2019550630999907	0.08452380952380951	0.0	0.06388888888888888	0.041666666666666664	0.08293650793650793	0.1984126984126984	0.041666666666666664
RU_1_114_10	ru	bad	25.61111111111111	0.010845986984815618	0.0021691973969631237	0.0	0.6666666666666666	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.0	0.1111111111111111	2.0	1.0555555555555556	0.4793926247288503	0.9910313901345291	0.006507592190889371	0.1111111111111111	0.68	0.2	0.08	0.14	0.0	0.2222222222222222	0.4444444444444444	0.0	0.16666666666666666	0.0	0.05555555555555555	0.0	0.05555555555555555	0.06666666666666667	0.016666666666666666	0.2777777777777778	1.6666666666666667	0.2777777777777778	0.008676789587852495	0.7959183673469388	3.288368551277422	1.1534690057511658	0.021825396825396824	0.0	0.007936507936507936	0.011111111111111112	0.10238095238095238	0.27288359788359784	0.08518518518518518
RU_1_265_12	ru	bad	16.703703703703702	0.013303769401330377	0.008869179600886918	0.0	0.3333333333333333	0.037037037037037035	0.14814814814814814	0.037037037037037035	0.2222222222222222	0.07407407407407407	0.9629629629629629	1.1851851851851851	0.4700665188470067	0.9953051643192489	0.004434589800443459	0.1111111111111111	0.8909090909090909	0.05454545454545454	0.03636363636363636	0.09090909090909091	0.0	0.1111111111111111	0.5555555555555556	0.037037037037037035	0.14814814814814814	0.0	0.037037037037037035	0.0	0.1111111111111111	0.0784313725490196	0.0196078431372549	0.4074074074074074	0.6666666666666666	0.5185185185185185	0.011086474501108648	0.8135593220338984	3.2955777754702478	1.3326650761955419	0.05493827160493828	0.009259259259259259	0.037037037037037035	0.15432098765432098	0.009259259259259259	0.030864197530864196	0.07839506172839504
RU_1_329_1	ru	bad	29.157894736842106	0.03790613718411552	0.005415162454873646	0.0018050541516245488	0.6842105263157895	0.10526315789473684	0.2631578947368421	0.0	0.2631578947368421	0.21052631578947367	1.8421052631578947	1.9473684210526316	0.4332129963898917	0.9795918367346939	0.01263537906137184	0.3684210526315789	0.7384615384615385	0.15384615384615385	0.06153846153846154	0.1076923076923077	0.0	0.3157894736842105	1.2105263157894737	0.0	0.05263157894736842	0.15789473684210525	0.05263157894736842	0.15789473684210525	0.15789473684210525	0.04819277108433735	0.0	1.0	2.5789473684210527	0.0	0.01444043321299639	0.578125	3.952494487397012	1.5460035414412772	0.2222488038277512	0.05960925039872407	0.021889952153110046	0.07631578947368421	0.054784688995215304	0.17101275917065392	0.0767145135566188
RU_1_260_6	ru	bad	17.076923076923077	0.02027027027027027	0.006756756756756757	0.0	0.3076923076923077	0.038461538461538464	0.19230769230769232	0.038461538461538464	0.07692307692307693	0.15384615384615385	1.2692307692307692	1.4615384615384615	0.5	0.9487179487179487	0.015765765765765764	0.15384615384615385	0.8076923076923077	0.15384615384615385	0.038461538461538464	0.15384615384615385	0.0	0.07692307692307693	0.6153846153846154	0.07692307692307693	0.038461538461538464	0.038461538461538464	0.11538461538461539	0.0	0.038461538461538464	0.05	0.016666666666666666	0.15384615384615385	1.0	0.34615384615384615	0.01126126126126126	0.734375	3.2267408345802004	1.1510224017435555	0.04807692307692308	0.0	0.03205128205128205	0.060897435897435896	0.01282051282051282	0.03205128205128205	0.2403846153846154
RU_1_377_10	ru	bad	22.857142857142858	0.0125	0.014583333333333334	0.0020833333333333333	1.4285714285714286	0.047619047619047616	0.3333333333333333	0.19047619047619047	0.047619047619047616	0.0	2.3333333333333335	0.47619047619047616	0.48541666666666666	0.9914893617021276	0.004166666666666667	0.09523809523809523	0.7115384615384616	0.1346153846153846	0.09615384615384616	0.21153846153846154	0.0	0.2857142857142857	0.2857142857142857	0.047619047619047616	0.0	0.09523809523809523	0.09523809523809523	0.0	0.09523809523809523	0.030303030303030304	0.0	0.23809523809523808	1.2857142857142858	0.23809523809523808	0.014583333333333334	0.75	3.7622682868662296	1.2379475964085498	0.11111111111111109	0.0	0.03968253968253968	0.009523809523809525	0.07936507936507936	0.23015873015873015	0.07460317460317459
RU_1_335_13	ru	bad	19.94736842105263	0.0316622691292876	0.023746701846965697	0.0	0.42105263157894735	0.10526315789473684	0.21052631578947367	0.0	0.0	0.05263157894736842	2.0526315789473686	1.2105263157894737	0.48548812664907653	1.0	0.005277044854881266	0.0	0.7317073170731707	0.12195121951219512	0.0975609756097561	0.14634146341463414	0.0	0.15789473684210525	0.47368421052631576	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.0	0.0	0.01694915254237288	0.01694915254237288	0.10526315789473684	1.2105263157894737	0.3684210526315789	0.010554089709762533	0.6	3.487864749206973	1.262586012298196	0.03258145363408521	0.0	0.0	0.039473684210526314	0.10526315789473684	0.20050125313283207	0.10150375939849625
RU_1_130_1	ru	bad	20.25	0.0102880658436214	0.006172839506172839	0.00205761316872428	0.7916666666666666	0.08333333333333333	0.125	0.041666666666666664	0.041666666666666664	0.041666666666666664	2.2916666666666665	1.375	0.4897119341563786	0.9714285714285714	0.00823045267489712	0.16666666666666666	0.7872340425531915	0.06382978723404255	0.06382978723404255	0.14893617021276595	0.0	0.25	0.5	0.16666666666666666	0.08333333333333333	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.041666666666666664	0.0	0.0	0.041666666666666664	1.0416666666666667	0.3333333333333333	0.012345679012345678	0.8541666666666666	3.431374200004315	1.234413590281557	0.06944444444444443	0.0	0.029166666666666664	0.013888888888888888	0.08472222222222221	0.1722222222222222	0.16666666666666666
RU_1_171_6	ru	bad	29.5	0.0	0.010169491525423728	0.0	0.8	0.1	0.3	0.0	0.3	0.0	2.9	0.9	0.5389830508474577	0.9814814814814815	0.010169491525423728	0.3	0.5526315789473685	0.10526315789473684	0.07894736842105263	0.21052631578947367	0.0	0.4	0.8	0.1	0.2	0.0	0.0	0.3	0.0	0.022222222222222223	0.044444444444444446	0.7	2.1	0.0	0.020338983050847456	0.9259259259259259	4.576037799813543	1.4661288184228687	0.27499999999999997	0.0	0.0	0.08333333333333333	0.15	0.1	0.14166666666666666
RU_1_240_10	ru	bad	21.88888888888889	0.012690355329949238	0.007614213197969543	0.01015228426395939	0.7222222222222222	0.16666666666666666	0.16666666666666666	0.05555555555555555	0.05555555555555555	0.0	1.6111111111111112	0.5555555555555556	0.5279187817258884	0.9811320754716981	0.017766497461928935	0.1111111111111111	0.6	0.24	0.08	0.26	0.0	0.05555555555555555	0.6111111111111112	0.05555555555555555	0.1111111111111111	0.1111111111111111	0.0	0.16666666666666666	0.1111111111111111	0.08333333333333333	0.0	0.2222222222222222	1.6666666666666667	0.16666666666666666	0.02030456852791878	0.7441860465116279	3.8241943340121085	1.2337938881132973	0.16203703703703703	0.0	0.0	0.0	0.027777777777777776	0.125	0.11574074074074076
RU_1_130_8	ru	bad	18.08	0.004424778761061947	0.01327433628318584	0.0	0.6	0.0	0.08	0.0	0.04	0.12	2.08	1.4	0.5132743362831859	0.9747899159663865	0.008849557522123894	0.16	0.8461538461538461	0.02564102564102564	0.10256410256410256	0.48717948717948717	0.0	0.2	0.32	0.04	0.12	0.08	0.0	0.0	0.0	0.0273972602739726	0.0	0.04	0.8	0.4	0.011061946902654867	0.9047619047619048	3.3909848591365646	1.1737843112220228	0.1373333333333333	0.02	0.042666666666666665	0.0	0.096	0.10133333333333333	0.12
RU_1_121_3	ru	bad	20.857142857142858	0.02054794520547945	0.02054794520547945	0.003424657534246575	0.7857142857142857	0.14285714285714285	0.21428571428571427	0.0	0.07142857142857142	0.07142857142857142	1.0714285714285714	0.6428571428571429	0.5342465753424658	0.9873417721518988	0.0136986301369863	0.21428571428571427	0.5	0.16666666666666666	0.2222222222222222	0.3333333333333333	0.07142857142857142	0.07142857142857142	0.42857142857142855	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.09090909090909091	0.12121212121212122	0.14285714285714285	1.5	0.21428571428571427	0.010273972602739725	0.6857142857142857	4.089899599842233	0.8615223006079179	0.1547619047619048	0.0	0.0	0.03571428571428571	0.011904761904761904	0.2261904761904762	0.17857142857142858
RU_1_2_16	ru	bad	20.272727272727273	0.017937219730941704	0.01046337817638266	0.0029895366218236174	0.48484848484848486	0.15151515151515152	0.24242424242424243	0.0	0.0	0.18181818181818182	2.242424242424242	1.0	0.5261584454409567	0.9643835616438357	0.008968609865470852	0.15151515151515152	0.7183098591549296	0.08450704225352113	0.14084507042253522	0.2112676056338028	0.0	0.24242424242424243	0.5151515151515151	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.030303030303030304	0.09090909090909091	0.0	0.0423728813559322	0.03389830508474576	0.21212121212121213	1.2424242424242424	0.2727272727272727	0.01046337817638266	0.8076923076923077	3.5823936996540815	1.2410661062248465	0.0505050505050505	0.026262626262626265	0.013636363636363637	0.023737373737373738	0.07929292929292928	0.11616161616161616	0.09090909090909091
RU_1_150_14	ru	bad	25.357142857142858	0.016901408450704224	0.01971830985915493	0.0	0.9285714285714286	0.07142857142857142	0.35714285714285715	0.21428571428571427	0.2857142857142857	0.07142857142857142	2.642857142857143	0.5	0.49859154929577465	0.9516129032258065	0.005633802816901409	0.14285714285714285	0.6470588235294118	0.058823529411764705	0.08823529411764706	0.2647058823529412	0.0	0.35714285714285715	0.7857142857142857	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.03225806451612903	0.03225806451612903	0.07142857142857142	1.2	0.26666666666666666	0.008450704225352112	0.6666666666666666	4.418426648217478	1.3479748113562506	0.07407407407407408	0.0	0.0	0.014814814814814814	0.15555555555555553	0.08888888888888888	0.007407407407407407
RU_1_86_2	ru	bad	30.416666666666668	0.030136986301369864	0.00821917808219178	0.005479452054794521	0.5833333333333334	0.25	0.3333333333333333	0.0	0.0	0.3333333333333333	1.5833333333333333	1.8333333333333333	0.4273972602739726	0.9936305732484076	0.005479452054794521	0.0	0.8620689655172413	0.13793103448275862	0.10344827586206896	0.3103448275862069	0.0	0.0	0.3333333333333333	0.25	0.0	0.08333333333333333	0.16666666666666666	0.0	0.16666666666666666	0.07692307692307693	0.0	0.25	1.5	0.25	0.005479452054794521	0.5714285714285714	4.14812880777993	1.8030832968479062	0.17361111111111108	0.0	0.0	0.041666666666666664	0.0	0.10416666666666667	0.2152777777777778
RU_1_232_5	ru	bad	25.5	0.0196078431372549	0.014005602240896359	0.0	1.2142857142857142	0.0	0.07142857142857142	0.0	0.07142857142857142	0.0	2.857142857142857	0.35714285714285715	0.5210084033613446	0.9637305699481865	0.0	0.07142857142857142	0.5833333333333334	0.20833333333333334	0.08333333333333333	0.75	0.0	0.14285714285714285	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.7857142857142857	0.5	0.008403361344537815	0.7241379310344828	4.013203413303173	1.198789567104259	0.14285714285714285	0.0	0.0	0.05238095238095238	0.03809523809523809	0.028571428571428574	0.09999999999999999
RU_1_98_2	ru	bad	24.473684210526315	0.025806451612903226	0.002150537634408602	0.0	0.5263157894736842	0.10526315789473684	0.10526315789473684	0.0	0.05263157894736842	0.10526315789473684	1.894736842105263	1.7894736842105263	0.4967741935483871	0.9545454545454546	0.002150537634408602	0.15789473684210525	0.7205882352941176	0.14705882352941177	0.08823529411764706	0.23529411764705882	0.0	0.10526315789473684	0.7368421052631579	0.10526315789473684	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.15789473684210525	0.018518518518518517	0.0	0.3684210526315789	1.8421052631578947	0.21052631578947367	0.002150537634408602	0.7586206896551724	3.858137553403179	1.119006115326324	0.08834586466165413	0.0	0.0	0.16102756892230574	0.0	0.13659147869674185	0.12844611528822056
RU_1_169_15	ru	bad	16.136363636363637	0.014084507042253521	0.0028169014084507044	0.0028169014084507044	0.5909090909090909	0.045454545454545456	0.18181818181818182	0.09090909090909091	0.13636363636363635	0.045454545454545456	0.9090909090909091	0.6818181818181818	0.49577464788732395	0.9777777777777777	0.005633802816901409	0.045454545454545456	0.7906976744186046	0.06976744186046512	0.13953488372093023	0.16279069767441862	0.0	0.22727272727272727	0.45454545454545453	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.13636363636363635	0.07692307692307693	0.02564102564102564	0.3181818181818182	1.1818181818181819	0.2727272727272727	0.01971830985915493	0.8157894736842105	3.481684652055985	1.1404186774324074	0.17424242424242425	0.022727272727272728	0.0303030303030303	0.01515151515151515	0.0909090909090909	0.12878787878787878	0.03409090909090909
RU_1_364_11	ru	bad	15.11111111111111	0.027941176470588237	0.01764705882352941	0.010294117647058823	0.6888888888888889	0.0	0.06666666666666667	0.0	0.06666666666666667	0.1111111111111111	0.8222222222222222	0.4	0.4514705882352941	0.9684542586750788	0.0058823529411764705	0.06666666666666667	0.7865168539325843	0.1348314606741573	0.0449438202247191	0.11235955056179775	0.0	0.044444444444444446	0.4222222222222222	0.044444444444444446	0.06666666666666667	0.08888888888888889	0.022222222222222223	0.022222222222222223	0.0	0.08602150537634409	0.021505376344086023	0.3111111111111111	0.8222222222222222	0.4444444444444444	0.011764705882352941	0.6391752577319587	3.1843253198339863	1.0141161369336984	0.0	0.0	0.0	0.09444444444444444	0.018518518518518517	0.2	0.059259259259259255
