afile	alang	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	passives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
RU_1_101_8	ru	bad	18.63888888888889	0.026825633383010434	0.004470938897168405	0.0014903129657228018	0.5555555555555556	0.0	0.16666666666666666	0.05555555555555555	0.08333333333333333	0.08333333333333333	1.3611111111111112	1.0555555555555556	0.46944858420268254	0.9936908517350158	0.010432190760059613	0.1388888888888889	0.6829268292682927	0.0975609756097561	0.13414634146341464	0.1951219512195122	0.19444444444444445	0.4444444444444444	0.0	0.05555555555555555	0.05555555555555555	0.0	0.027777777777777776	0.027777777777777776	0.0375	0.0	0.3055555555555556	1.0833333333333333	0.3333333333333333	0.019374068554396422	0.654320987654321	3.662240010802907	1.0439537985153344	0.13425925925925924	0.06527777777777778	0.034722222222222224	0.039351851851851846	0.06481481481481481	0.16620370370370371	0.07870370370370369
RU_1_134_9	ru	bad	21.318181818181817	0.01279317697228145	0.006396588486140725	0.0021321961620469083	0.6363636363636364	0.0	0.2727272727272727	0.0	0.0	0.22727272727272727	1.3636363636363635	1.0454545454545454	0.44562899786780386	0.9372197309417041	0.006396588486140725	0.09090909090909091	0.8780487804878049	0.0975609756097561	0.07317073170731707	0.12195121951219512	0.09090909090909091	0.5909090909090909	0.09090909090909091	0.22727272727272727	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.03571428571428571	0.03571428571428571	0.22727272727272727	1.1818181818181819	0.36363636363636365	0.017057569296375266	0.6666666666666666	3.6272591038241937	1.11818450327293	0.0	0.022727272727272728	0.022727272727272728	0.12272727272727274	0.045454545454545456	0.2409090909090909	0.09090909090909091
RU_1_335_3	ru	bad	24.352941176470587	0.03140096618357488	0.007246376811594203	0.0	0.4117647058823529	0.058823529411764705	0.47058823529411764	0.058823529411764705	0.11764705882352941	0.058823529411764705	2.2941176470588234	1.7058823529411764	0.45410628019323673	0.9791666666666666	0.007246376811594203	0.058823529411764705	0.7692307692307693	0.05128205128205128	0.1282051282051282	0.2564102564102564	0.17647058823529413	0.5294117647058824	0.11764705882352941	0.058823529411764705	0.0	0.11764705882352941	0.0	0.058823529411764705	0.02857142857142857	0.014285714285714285	0.11764705882352941	1.588235294117647	0.35294117647058826	0.024154589371980676	0.6470588235294118	3.811222720268551	1.1468772721748308	0.09313725490196079	0.0	0.11764705882352941	0.10294117647058823	0.0784313725490196	0.16176470588235295	0.15196078431372548
RU_3_13_9	ru	bad	16.045454545454547	0.014164305949008499	0.014164305949008499	0.0	0.4090909090909091	0.09090909090909091	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456	1.0454545454545454	0.7272727272727273	0.546742209631728	0.9796954314720813	0.0	0.18181818181818182	0.7142857142857143	0.11904761904761904	0.09523809523809523	0.14285714285714285	0.0	0.3181818181818182	0.09090909090909091	0.045454545454545456	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.08333333333333333	0.0	0.045454545454545456	1.2727272727272727	0.36363636363636365	0.0113314447592068	0.8695652173913043	3.4275546008351028	1.0786736522382459	0.04166666666666666	0.0	0.0	0.07575757575757575	0.0	0.22727272727272727	0.20075757575757572
RU_1_393_10	ru	bad	29.533333333333335	0.020316027088036117	0.004514672686230248	0.002257336343115124	1.0	0.06666666666666667	0.2	0.0	0.0	0.13333333333333333	2.2666666666666666	0.6	0.4966139954853273	0.9565217391304348	0.009029345372460496	0.13333333333333333	0.7254901960784313	0.17647058823529413	0.11764705882352941	0.3137254901960784	0.13333333333333333	0.7333333333333333	0.13333333333333333	0.0	0.2	0.0	0.06666666666666667	0.06666666666666667	0.06153846153846154	0.0	0.4	2.066666666666667	0.2	0.011286681715575621	0.6875	4.127138453412964	1.3281023851314586	0.09444444444444443	0.043333333333333335	0.0	0.24666666666666667	0.0	0.23555555555555555	0.18000000000000002
RU_1_169_12	ru	bad	21.157894736842106	0.014925373134328358	0.0	0.0024875621890547263	0.8947368421052632	0.05263157894736842	0.21052631578947367	0.15789473684210525	0.05263157894736842	0.10526315789473684	2.0526315789473686	1.105263157894737	0.4975124378109453	0.9569377990430622	0.0024875621890547263	0.05263157894736842	0.6521739130434783	0.08695652173913043	0.1956521739130435	0.1956521739130435	0.3157894736842105	0.7894736842105263	0.05263157894736842	0.0	0.10526315789473684	0.05263157894736842	0.15789473684210525	0.15789473684210525	0.057971014492753624	0.043478260869565216	0.3157894736842105	1.368421052631579	0.15789473684210525	0.01990049751243781	0.7708333333333334	3.6371321602012494	1.4092357938984954	0.2824561403508772	0.0	0.10701754385964912	0.07017543859649122	0.043859649122807015	0.11754385964912281	0.010526315789473684
RU_1_131_9	ru	bad	26.72222222222222	0.02286902286902287	0.002079002079002079	0.0	1.2777777777777777	0.0	0.3888888888888889	0.1111111111111111	0.05555555555555555	0.16666666666666666	2.611111111111111	0.3888888888888889	0.5051975051975052	0.9642857142857143	0.02079002079002079	0.5	0.5263157894736842	0.14035087719298245	0.10526315789473684	0.2631578947368421	0.1111111111111111	0.6111111111111112	0.3333333333333333	0.1111111111111111	0.1111111111111111	0.05555555555555555	0.16666666666666666	0.2222222222222222	0.024390243902439025	0.012195121951219513	0.16666666666666666	2.0	0.2777777777777778	0.018711018711018712	0.6481481481481481	3.9480460721653134	1.259640527594457	0.06481481481481481	0.009259259259259259	0.0	0.09259259259259259	0.07407407407407407	0.3148148148148148	0.1111111111111111
RU_1_175_3	ru	bad	19.333333333333332	0.024630541871921183	0.009852216748768473	0.0049261083743842365	0.7619047619047619	0.0	0.23809523809523808	0.09523809523809523	0.14285714285714285	0.047619047619047616	1.2380952380952381	0.7619047619047619	0.4827586206896552	0.9702970297029703	0.014778325123152709	0.23809523809523808	0.8070175438596491	0.07017543859649122	0.03508771929824561	0.15789473684210525	0.047619047619047616	0.6190476190476191	0.09523809523809523	0.19047619047619047	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.03571428571428571	0.017857142857142856	0.47619047619047616	1.3333333333333333	0.23809523809523808	0.019704433497536946	0.7272727272727273	3.5501807716093428	1.3198200469817012	0.047619047619047616	0.0	0.0	0.2777777777777778	0.0	0.22222222222222224	0.2619047619047619
RU_1_198_6	ru	bad	29.083333333333332	0.008595988538681949	0.0028653295128939827	0.0	1.0	0.0	0.25	0.0	0.08333333333333333	0.0	1.9166666666666667	0.16666666666666666	0.5186246418338109	0.9187817258883249	0.0	0.25	0.4827586206896552	0.10344827586206896	0.2413793103448276	0.8275862068965517	0.3333333333333333	0.16666666666666666	0.25	0.0	0.0	0.0	0.08333333333333333	0.0	0.02564102564102564	0.0	0.16666666666666666	1.75	0.08333333333333333	0.02005730659025788	0.8846153846153846	4.991554763629712	1.1140603213197384	0.34722222222222215	0.0	0.041666666666666664	0.0	0.08333333333333333	0.1875	0.2569444444444444
RU_1_325_9	ru	bad	15.3125	0.0163265306122449	0.006122448979591836	0.0	0.46875	0.0625	0.03125	0.0	0.0	0.09375	1.375	0.9375	0.563265306122449	1.0	0.004081632653061225	0.375	0.625	0.03571428571428571	0.19642857142857142	0.25	0.09375	0.34375	0.0	0.09375	0.0	0.0	0.03125	0.03125	0.014492753623188406	0.014492753623188406	0.0625	1.09375	0.375	0.014285714285714285	0.9122807017543859	3.5723241658797003	0.7954042097071315	0.15104166666666666	0.0	0.09375	0.03125	0.0	0.12760416666666666	0.22135416666666669
RU_1_377_4	ru	bad	23.65	0.02748414376321353	0.004228329809725159	0.004228329809725159	1.5	0.05	0.2	0.05	0.05	0.1	2.2	0.2	0.4989429175475687	0.9833333333333333	0.010570824524312896	0.1	0.7291666666666666	0.22916666666666666	0.0625	0.125	0.2	0.35	0.1	0.0	0.0	0.2	0.15	0.1	0.01282051282051282	0.0	0.45	1.15	0.2	0.012684989429175475	0.7301587301587301	3.7661746990083245	1.2329865015071886	0.1	0.05	0.0	0.05	0.05	0.25	0.05
RU_1_394_1	ru	bad	30.333333333333332	0.013736263736263736	0.0	0.0027472527472527475	1.4166666666666667	0.16666666666666666	0.25	0.0	0.0	0.0	3.4166666666666665	0.9166666666666666	0.5054945054945055	0.9533678756476683	0.0027472527472527475	0.16666666666666666	0.7105263157894737	0.05263157894736842	0.05263157894736842	0.3157894736842105	0.4166666666666667	0.75	0.08333333333333333	0.0	0.16666666666666666	0.0	0.08333333333333333	0.08333333333333333	0.1864406779661017	0.01694915254237288	0.08333333333333333	2.0833333333333335	0.16666666666666666	0.01098901098901099	0.7666666666666667	4.396091693845463	1.488982423339763	0.15277777777777776	0.08333333333333333	0.1111111111111111	0.027777777777777776	0.05555555555555555	0.34722222222222215	0.05555555555555555
RU_1_238_2	ru	bad	15.52	0.02577319587628866	0.005154639175257732	0.0	0.6	0.04	0.04	0.0	0.04	0.04	0.96	0.44	0.5077319587628866	0.9899497487437185	0.01288659793814433	0.12	0.7352941176470589	0.11764705882352941	0.058823529411764705	0.35294117647058826	0.12	0.4	0.08	0.12	0.12	0.04	0.0	0.0	0.08333333333333333	0.0	0.12	0.6	0.56	0.028350515463917526	0.75	3.3738056616586034	0.9479528478057888	0.12	0.04	0.04	0.05333333333333333	0.06666666666666667	0.04	0.2
RU_1_114_32	ru	bad	30.125	0.008298755186721992	0.008298755186721992	0.0	0.875	0.0	0.1875	0.0	0.0625	0.125	2.0	1.625	0.46887966804979253	0.9658119658119658	0.008298755186721992	0.25	0.72	0.1	0.1	0.16	0.375	0.8125	0.0625	0.1875	0.0625	0.0	0.0625	0.1875	0.0392156862745098	0.0392156862745098	0.25	2.125	0.25	0.014522821576763486	0.8181818181818182	4.641139928175957	1.196427885531638	0.2170138888888889	0.0	0.043402777777777776	0.05208333333333333	0.125	0.2951388888888889	0.0798611111111111
RU_1_335_11	ru	bad	24.0	0.03205128205128205	0.016025641025641024	0.0	0.38461538461538464	0.15384615384615385	0.23076923076923078	0.07692307692307693	0.0	0.15384615384615385	1.7692307692307692	1.4615384615384615	0.40705128205128205	0.9921875	0.003205128205128205	0.07692307692307693	0.9166666666666666	0.0	0.125	0.041666666666666664	0.07692307692307693	0.6153846153846154	0.07692307692307693	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.07692307692307693	1.1538461538461537	0.23076923076923078	0.01282051282051282	0.6774193548387096	3.723241573241573	1.1747872497872498	0.0641025641025641	0.0	0.038461538461538464	0.17948717948717946	0.0	0.2948717948717948	0.038461538461538464
RU_1_335_26	ru	bad	25.0	0.04285714285714286	0.011428571428571429	0.0	0.2857142857142857	0.21428571428571427	0.2857142857142857	0.07142857142857142	0.14285714285714285	0.07142857142857142	2.142857142857143	1.8571428571428572	0.48	1.0	0.008571428571428572	0.0	0.7631578947368421	0.07894736842105263	0.15789473684210525	0.10526315789473684	0.2857142857142857	0.7857142857142857	0.07142857142857142	0.0	0.0	0.14285714285714285	0.0	0.0	0.03636363636363636	0.0	0.2857142857142857	1.7142857142857142	0.21428571428571427	0.011428571428571429	0.6222222222222222	3.809871849848558	1.3126270644283067	0.13333333333333333	0.0	0.0738095238095238	0.014285714285714287	0.023809523809523808	0.0976190476190476	0.08571428571428572
RU_1_245_21	ru	bad	30.157894736842106	0.008726003490401396	0.0034904013961605585	0.0017452006980802793	0.8421052631578947	0.0	0.3684210526315789	0.05263157894736842	0.05263157894736842	0.15789473684210525	3.0526315789473686	1.736842105263158	0.5270506108202443	0.9710610932475884	0.008726003490401396	0.15789473684210525	0.7704918032786885	0.11475409836065574	0.06557377049180328	0.4098360655737705	0.3157894736842105	0.8947368421052632	0.3157894736842105	0.2631578947368421	0.10526315789473684	0.05263157894736842	0.3157894736842105	0.21052631578947367	0.14285714285714285	0.0	0.631578947368421	2.0526315789473686	0.10526315789473684	0.013961605584642234	0.7796610169491526	4.29431448220519	1.5604596518006737	0.17105263157894737	0.061403508771929814	0.11842105263157894	0.13157894736842105	0.008771929824561403	0.25877192982456143	0.09210526315789473
RU_1_241_5	ru	bad	22.55	0.013303769401330377	0.0022172949002217295	0.0	0.8	0.25	0.0	0.0	0.1	0.3	1.6	0.8	0.4434589800443459	0.9433962264150944	0.0066518847006651885	0.35	0.75	0.05	0.05	0.25	0.1	0.8	0.0	0.15	0.0	0.0	0.1	0.3	0.03389830508474576	0.0	0.1	1.35	0.35	0.0066518847006651885	0.7954545454545454	3.533261007415856	1.3773128799988883	0.14166666666666666	0.0	0.06666666666666667	0.075	0.025	0.16666666666666666	0.175
RU_1_114_10	ru	bad	25.444444444444443	0.010917030567685589	0.002183406113537118	0.0	0.6666666666666666	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.0	0.1111111111111111	2.0555555555555554	1.0	0.4781659388646288	0.9909502262443439	0.006550218340611353	0.1111111111111111	0.6938775510204082	0.20408163265306123	0.08163265306122448	0.14285714285714285	0.2777777777777778	0.4444444444444444	0.0	0.16666666666666666	0.0	0.05555555555555555	0.0	0.05555555555555555	0.06451612903225806	0.016129032258064516	0.2777777777777778	1.6111111111111112	0.2777777777777778	0.008733624454148471	0.8	3.593934559194016	1.2654230756173592	0.027777777777777776	0.0	0.013888888888888888	0.018518518518518517	0.10185185185185185	0.27314814814814814	0.12037037037037036
RU_1_265_12	ru	bad	16.703703703703702	0.013303769401330377	0.008869179600886918	0.0	0.3333333333333333	0.037037037037037035	0.14814814814814814	0.037037037037037035	0.2222222222222222	0.07407407407407407	0.9629629629629629	1.1851851851851851	0.4678492239467849	0.9952830188679245	0.004434589800443459	0.1111111111111111	0.8909090909090909	0.05454545454545454	0.03636363636363636	0.07272727272727272	0.14814814814814814	0.5555555555555556	0.037037037037037035	0.14814814814814814	0.0	0.037037037037037035	0.0	0.1111111111111111	0.07407407407407407	0.018518518518518517	0.4074074074074074	0.7037037037037037	0.5185185185185185	0.015521064301552107	0.8333333333333334	3.369204662986025	1.3392343515372187	0.09259259259259259	0.012345679012345678	0.018518518518518517	0.20987654320987653	0.012345679012345678	0.07407407407407407	0.09876543209876543
RU_1_329_1	ru	bad	29.105263157894736	0.04159132007233273	0.0018083182640144665	0.0018083182640144665	0.6842105263157895	0.10526315789473684	0.2631578947368421	0.0	0.2631578947368421	0.15789473684210525	2.0	1.9473684210526316	0.4430379746835443	0.98	0.014466546112115732	0.3684210526315789	0.7384615384615385	0.15384615384615385	0.07692307692307693	0.1076923076923077	0.3157894736842105	1.2105263157894737	0.0	0.05263157894736842	0.15789473684210525	0.05263157894736842	0.15789473684210525	0.15789473684210525	0.05747126436781609	0.0	1.0	2.3684210526315788	0.05263157894736842	0.012658227848101266	0.5633802816901409	4.125343444141038	1.5551478543667598	0.1892230576441103	0.08646616541353383	0.03383458646616541	0.21491228070175436	0.021929824561403508	0.22681704260651628	0.12155388471177944
RU_1_161_5	ru	bad	26.703703703703702	0.019417475728155338	0.004160887656033287	0.0	1.5555555555555556	0.0	0.07407407407407407	0.0	0.0	0.037037037037037035	2.074074074074074	0.25925925925925924	0.47434119278779474	0.8769230769230769	0.0	0.14814814814814814	0.819672131147541	0.03278688524590164	0.06557377049180328	0.6229508196721312	0.1111111111111111	0.2222222222222222	0.25925925925925924	0.0	0.0	0.0	0.1111111111111111	0.037037037037037035	0.0	0.0	0.0	1.0740740740740742	0.4074074074074074	0.022191400832177532	0.8309859154929577	4.266872065532341	1.0471747937882474	0.08641975308641975	0.0	0.030864197530864196	0.0	0.07407407407407407	0.2962962962962963	0.10493827160493827
RU_1_394_41	ru	bad	32.25	0.0	0.003875968992248062	0.0	1.0	0.0	0.125	0.125	0.125	0.0	3.375	1.0	0.46511627906976744	0.967741935483871	0.003875968992248062	0.125	0.5	0.1	0.2	0.55	0.25	0.375	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.029411764705882353	0.0	1.75	0.125	0.011627906976744186	1.0	4.1636600850416645	1.51468776106934	0.2916666666666667	0.03125	0.0	0.041666666666666664	0.16666666666666666	0.34375	0.125
RU_1_306_20	ru	bad	19.225806451612904	0.016778523489932886	0.006711409395973154	0.0	0.7096774193548387	0.06451612903225806	0.25806451612903225	0.0	0.0967741935483871	0.16129032258064516	2.096774193548387	0.5806451612903226	0.5201342281879194	0.9872611464968153	0.01174496644295302	0.12903225806451613	0.7763157894736842	0.13157894736842105	0.10526315789473684	0.19736842105263158	0.12903225806451613	0.6451612903225806	0.0	0.0967741935483871	0.03225806451612903	0.0	0.12903225806451613	0.03225806451612903	0.0297029702970297	0.009900990099009901	0.2903225806451613	1.3225806451612903	0.3225806451612903	0.018456375838926176	0.7625	3.6668444561353546	1.1451618492670164	0.14784946236559138	0.008064516129032258	0.06451612903225806	0.15591397849462366	0.026881720430107524	0.12365591397849462	0.15053763440860216
RU_1_260_6	ru	bad	16.884615384615383	0.02050113895216401	0.002277904328018223	0.002277904328018223	0.3076923076923077	0.038461538461538464	0.19230769230769232	0.038461538461538464	0.07692307692307693	0.15384615384615385	1.3076923076923077	1.4615384615384615	0.5011389521640092	0.9565217391304348	0.015945330296127564	0.15384615384615385	0.8076923076923077	0.15384615384615385	0.038461538461538464	0.11538461538461539	0.07692307692307693	0.6153846153846154	0.07692307692307693	0.038461538461538464	0.038461538461538464	0.11538461538461539	0.0	0.038461538461538464	0.04838709677419355	0.016129032258064516	0.15384615384615385	1.0769230769230769	0.3076923076923077	0.009111617312072893	0.7205882352941176	3.2323985077265602	1.1208631012024675	0.08974358974358973	0.0	0.057692307692307696	0.1346153846153846	0.0	0.08974358974358973	0.20512820512820512
RU_1_377_10	ru	bad	22.761904761904763	0.016736401673640166	0.012552301255230125	0.0020920502092050207	1.4285714285714286	0.047619047619047616	0.38095238095238093	0.19047619047619047	0.047619047619047616	0.0	2.3333333333333335	0.47619047619047616	0.497907949790795	0.9916666666666667	0.0041841004184100415	0.09523809523809523	0.7115384615384616	0.1346153846153846	0.09615384615384616	0.21153846153846154	0.23809523809523808	0.19047619047619047	0.047619047619047616	0.0	0.09523809523809523	0.09523809523809523	0.0	0.09523809523809523	0.014925373134328358	0.0	0.23809523809523808	1.1904761904761905	0.2857142857142857	0.014644351464435146	0.7543859649122807	3.7669590052884754	1.1700352214272092	0.123015873015873	0.0	0.09523809523809523	0.0	0.051587301587301584	0.19444444444444442	0.10714285714285714
RU_1_123_1	ru	bad	30.5	0.012295081967213115	0.006147540983606557	0.0020491803278688526	1.4375	0.0	0.125	0.0	0.125	0.125	2.375	1.0625	0.5081967213114754	0.9802371541501976	0.0020491803278688526	0.375	0.75	0.038461538461538464	0.07692307692307693	0.36538461538461536	0.375	0.875	0.0625	0.125	0.1875	0.0625	0.0	0.0	0.019230769230769232	0.0	0.125	2.125	0.1875	0.012295081967213115	0.8823529411764706	4.088147619555068	1.201724615431457	0.10639880952380952	0.008928571428571428	0.03645833333333333	0.06770833333333333	0.07142857142857142	0.27827380952380953	0.24330357142857142
RU_5_20_4	ru	bad	21.733333333333334	0.024539877300613498	0.003067484662576687	0.0	0.8	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.13333333333333333	1.4666666666666666	0.8	0.4049079754601227	0.9635036496350365	0.018404907975460124	0.2	0.696969696969697	0.12121212121212122	0.12121212121212122	0.12121212121212122	0.3333333333333333	0.8666666666666667	0.06666666666666667	0.13333333333333333	0.0	0.06666666666666667	0.0	0.06666666666666667	0.046511627906976744	0.0	0.2	1.4666666666666666	0.26666666666666666	0.02147239263803681	0.6875	3.6857394546910673	1.4441106378372932	0.22777777777777777	0.0	0.0	0.05	0.13333333333333333	0.06666666666666667	0.05555555555555555
RU_1_335_13	ru	bad	19.789473684210527	0.0425531914893617	0.013297872340425532	0.0	0.42105263157894735	0.10526315789473684	0.21052631578947367	0.0	0.0	0.05263157894736842	2.1578947368421053	1.2105263157894737	0.48936170212765956	1.0	0.005319148936170213	0.0	0.725	0.125	0.1	0.15	0.10526315789473684	0.5263157894736842	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.0	0.0	0.016129032258064516	0.016129032258064516	0.10526315789473684	1.0526315789473684	0.47368421052631576	0.010638297872340425	0.6382978723404256	3.51482629540252	1.1794523897155478	0.039473684210526314	0.0	0.0	0.10526315789473684	0.07894736842105263	0.15789473684210525	0.09210526315789473
