afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
GO_ESSAY_017	de	croco	ref	19.81578947368421	0.010624169986719787	0.006640106241699867	0.0006640106241699867	0.5789473684210527	0.0	0.06578947368421052	0.0	0.0	0.19736842105263158	1.0	0.19736842105263158	0.3857901726427623	0.9847457627118644	0.010624169986719787	0.2631578947368421	0.8373983739837398	0.04065040650406504	0.032520325203252036	0.16260162601626016	0.02631578947368421	0.15789473684210525	0.06578947368421052	0.15789473684210525	0.11842105263157894	0.14473684210526316	0.14473684210526316	0.039473684210526314	0.02631578947368421	0.053763440860215055	0.021505376344086023	0.18421052631578946	0.34210526315789475	0.6842105263157895	0.013280212483399735	0.7419354838709677	3.05269002336755	1.9299668561410328	0.061403508771929814	0.2094298245614035	0.1293859649122807	0.003289473684210526	0.05043859649122807	0.06469298245614034	0.03508771929824561
GO_SHARE_009	de	croco	ref	17.09189189189189	0.022137887413029727	0.010752688172043012	0.0	0.5297297297297298	0.010810810810810811	0.12972972972972974	0.005405405405405406	0.005405405405405406	0.21081081081081082	0.8756756756756757	0.0918918918918919	0.41808981657179	0.9932381667918858	0.006325110689437065	0.16216216216216217	0.7422360248447205	0.10248447204968944	0.012422360248447204	0.20496894409937888	0.021621621621621623	0.14054054054054055	0.0918918918918919	0.12432432432432433	0.03783783783783784	0.07567567567567568	0.12432432432432433	0.016216216216216217	0.03783783783783784	0.04656862745098039	0.004901960784313725	0.11891891891891893	0.4397905759162304	0.6649214659685864	0.006957621758380772	0.6428571428571429	3.136626775432104	1.8453450179829267	0.09355522313637496	0.19655946148092746	0.08547743704811768	0.005671902268760907	0.05301670406382448	0.01226626776364996	0.06047120418848168
GO_SPEECH_008	de	croco	ref	22.186046511627907	0.03563941299790356	0.012054507337526206	0.0	0.7209302325581395	0.011627906976744186	0.20930232558139536	0.046511627906976744	0.023255813953488372	0.20930232558139536	1.302325581395349	0.18604651162790697	0.3920335429769392	0.9855072463768116	0.008385744234800839	0.2558139534883721	0.6956521739130435	0.14906832298136646	0.006211180124223602	0.2857142857142857	0.011627906976744186	0.13953488372093023	0.26744186046511625	0.19767441860465115	0.046511627906976744	0.10465116279069768	0.1511627906976744	0.046511627906976744	0.0	0.04979253112033195	0.0	0.18604651162790697	0.5632183908045977	0.5862068965517241	0.008385744234800839	0.5538461538461539	3.196677030597339	2.0725582416987898	0.08862889983579639	0.22799671592775042	0.06881499726327311	0.03860153256704981	0.04111932129173508	0.0	0.05730706075533662
GO_SPEECH_004	de	croco	ref	22.080459770114942	0.021863612701717855	0.01353461738677772	0.0005205622071837585	0.632183908045977	0.011494252873563218	0.13793103448275862	0.0	0.0	0.27586206896551724	1.6091954022988506	0.04597701149425287	0.45809474232170744	0.990990990990991	0.01978136387298282	0.14942528735632185	0.7894736842105263	0.09210526315789473	0.03289473684210526	0.25	0.011494252873563218	0.10344827586206896	0.1839080459770115	0.2988505747126437	0.13793103448275862	0.11494252873563218	0.13793103448275862	0.05747126436781609	0.04597701149425287	0.06382978723404255	0.00911854103343465	0.19540229885057472	0.4482758620689655	0.632183908045977	0.006246746486205101	0.6666666666666666	3.1693785645804935	2.103478968592069	0.07931034482758618	0.14061302681992335	0.09999999999999999	0.01532567049808429	0.04731800766283525	0.012452107279693486	0.06417624521072797
GO_INSTR_005	de	croco	ref	16.7125	0.028421839940164548	0.002243829468960359	0.0	0.4375	0.0125	0.05	0.0125	0.0	0.1125	0.5375	0.0625	0.3956619296933433	0.9653284671532847	0.0029917726252804786	0.2375	0.6222222222222222	0.044444444444444446	0.037037037037037035	0.22962962962962963	0.0	0.2375	0.2	0.05	0.0125	0.075	0.1375	0.0125	0.0	0.024193548387096774	0.016129032258064516	0.2125	0.45	0.6375	0.008227374719521317	0.6666666666666666	2.9872128084799345	1.4840077777972511	0.07199404761904762	0.09357142857142857	0.08699404761904761	0.015624999999999997	0.07586309523809523	0.005952380952380952	0.02708333333333333
GO_SHARE_002	de	croco	ref	22.232758620689655	0.019775106630476928	0.018224117875145406	0.00038774718883288094	1.1810344827586208	0.0	0.15517241379310345	0.034482758620689655	0.0	0.23275862068965517	1.6293103448275863	0.11206896551724138	0.44668476153547887	0.987146529562982	0.007367196587824738	0.1206896551724138	0.7707317073170732	0.06829268292682927	0.00975609756097561	0.36097560975609755	0.017241379310344827	0.22413793103448276	0.07758620689655173	0.15517241379310345	0.05172413793103448	0.04310344827586207	0.16379310344827586	0.008620689655172414	0.034482758620689655	0.05555555555555555	0.011111111111111112	0.10344827586206896	0.38016528925619836	0.6694214876033058	0.0081426909654905	0.6885964912280702	3.4149843589934994	2.168605947018477	0.08512396694214877	0.15814639905548997	0.15167256985438804	0.019559228650137737	0.07605273514364423	0.0068870523415977955	0.05316804407713499
GO_WEB_007	de	croco	ref	21.07017543859649	0.009159034138218152	0.004163197335553705	0.0	0.7894736842105263	0.0	0.07017543859649122	0.017543859649122806	0.0	0.12280701754385964	1.543859649122807	0.017543859649122806	0.40882597835137385	0.9859437751004017	0.002497918401332223	0.15789473684210525	0.9315068493150684	0.0136986301369863	0.0	0.3835616438356164	0.017543859649122806	0.14035087719298245	0.05263157894736842	0.12280701754385964	0.017543859649122806	0.017543859649122806	0.08771929824561403	0.017543859649122806	0.0	0.05673758865248227	0.014184397163120567	0.017543859649122806	0.20689655172413793	0.8103448275862069	0.006661115736885929	0.8229166666666666	3.3258747222214047	1.9294596858182815	0.04597701149425287	0.15804597701149425	0.07471264367816091	0.0	0.0603448275862069	0.0	0.02586206896551724
GO_WEB_006	de	croco	ref	21.68553459119497	0.0191415313225058	0.007250580046403712	0.0	0.9308176100628931	0.0	0.11949685534591195	0.018867924528301886	0.006289308176100629	0.16981132075471697	1.7547169811320755	0.0880503144654088	0.4289443155452436	0.9755936675461742	0.002900232018561485	0.10062893081761007	0.8051948051948052	0.05194805194805195	0.017316017316017316	0.33766233766233766	0.006289308176100629	0.07547169811320754	0.03773584905660377	0.20754716981132076	0.03773584905660377	0.031446540880503145	0.18867924528301888	0.006289308176100629	0.0	0.060291060291060294	0.014553014553014554	0.03773584905660377	0.3558282208588957	0.7055214723926381	0.005220417633410673	0.6666666666666666	3.271984328854891	1.8895858249265445	0.1231083844580777	0.12167689161554192	0.04867075664621677	0.0	0.05276073619631902	0.04396728016359918	0.02515337423312883
GO_SPEECH_014	de	croco	ref	19.007462686567163	0.030624263839811542	0.01845308205732234	0.00039261876717707107	0.7313432835820896	0.0	0.1865671641791045	0.029850746268656716	0.022388059701492536	0.21641791044776118	1.1567164179104477	0.05223880597014925	0.42834707499018454	0.985546522131888	0.013349038084020416	0.34328358208955223	0.8043478260869565	0.05652173913043478	0.013043478260869565	0.27391304347826084	0.007462686567164179	0.11194029850746269	0.208955223880597	0.26119402985074625	0.05970149253731343	0.1417910447761194	0.1417910447761194	0.07462686567164178	0.07462686567164178	0.06153846153846154	0.002564102564102564	0.1417910447761194	0.3582089552238806	0.7164179104477612	0.010208087946603848	0.6015037593984962	3.1296350822331878	2.022063283119097	0.07574626865671641	0.2581260364842454	0.06488391376451078	0.05652985074626866	0.05729684908789386	0.026990049751243778	0.027922885572139303
GO_POPSCI_004	de	croco	ref	26.124087591240876	0.04414640961162336	0.013970382788488405	0.0019558535903883767	1.1094890510948905	0.021897810218978103	0.27007299270072993	0.051094890510948905	0.029197080291970802	0.3795620437956204	1.510948905109489	0.10218978102189781	0.4238614138027382	0.9546884833228445	0.014249790444258172	0.41605839416058393	0.8125	0.10511363636363637	0.014204545454545454	0.23295454545454544	0.043795620437956206	0.19708029197080293	0.40145985401459855	0.2116788321167883	0.11678832116788321	0.10948905109489052	0.16058394160583941	0.06569343065693431	0.10218978102189781	0.04965753424657534	0.00684931506849315	0.3284671532846715	0.8467153284671532	0.45255474452554745	0.009779267951941882	0.4074074074074074	3.1965606338182386	2.1600300682377047	0.1430807027522356	0.17270041394128985	0.07613280879704237	0.03775687005614013	0.05280121338515499	0.020087738700877388	0.059596222917390786
GO_FICTION_005	de	croco	ref	25.68345323741007	0.04733893557422969	0.011764705882352941	0.0011204481792717086	0.8273381294964028	0.02877697841726619	0.45323741007194246	0.05755395683453238	0.014388489208633094	0.39568345323741005	1.316546762589928	0.10071942446043165	0.39327731092436974	0.9811320754716981	0.011484593837535015	0.20863309352517986	0.8162650602409639	0.08734939759036145	0.030120481927710843	0.08734939759036145	0.0	0.06474820143884892	0.26618705035971224	0.1510791366906475	0.1079136690647482	0.1223021582733813	0.2302158273381295	0.10071942446043165	0.07913669064748201	0.04638218923933209	0.0018552875695732839	0.31654676258992803	0.9856115107913669	0.539568345323741	0.005042016806722689	0.3981264637002342	3.0762409681695924	1.6354050103746114	0.14982594569505686	0.08799909381250759	0.022781774580335732	0.018280122445822146	0.05415381980130181	0.0484951209539281	0.029644487175236767
GO_ESSAY_018	de	croco	ref	23.792207792207794	0.006004366812227074	0.007641921397379912	0.0	0.8311688311688312	0.0	0.12987012987012986	0.0	0.012987012987012988	0.2597402597402597	1.6753246753246753	0.2727272727272727	0.4252183406113537	0.9811083123425692	0.008733624454148471	0.2987012987012987	0.8095238095238095	0.0873015873015873	0.023809523809523808	0.3968253968253968	0.012987012987012988	0.18181818181818182	0.12987012987012986	0.3116883116883117	0.05194805194805195	0.15584415584415584	0.2727272727272727	0.012987012987012988	0.06493506493506493	0.08333333333333333	0.007575757575757576	0.15584415584415584	0.34615384615384615	0.6923076923076923	0.009279475982532752	0.7559055118110236	3.148722478045152	2.0444425743032935	0.08119658119658119	0.24252136752136755	0.10576923076923077	0.012820512820512818	0.07264957264957264	0.0	0.023504273504273504
GO_ESSAY_004	de	croco	ref	23.38888888888889	0.003167062549485352	0.00791765637371338	0.001583531274742676	0.7962962962962963	0.0	0.12962962962962962	0.0	0.018518518518518517	0.09259259259259259	2.259259259259259	0.16666666666666666	0.4600158353127474	0.9880952380952381	0.013460015835312747	0.07407407407407407	0.8554216867469879	0.04819277108433735	0.012048192771084338	0.24096385542168675	0.018518518518518517	0.14814814814814814	0.18518518518518517	0.35185185185185186	0.2037037037037037	0.1111111111111111	0.35185185185185186	0.0	0.037037037037037035	0.04938271604938271	0.0205761316872428	0.037037037037037035	0.4074074074074074	0.6481481481481481	0.00791765637371338	0.7428571428571429	3.4526968125974715	2.0020962989265723	0.1388888888888889	0.11419753086419752	0.0697530864197531	0.009876543209876543	0.06358024691358025	0.018518518518518517	0.043827160493827164
GO_FICTION_007	de	croco	ref	14.081196581196581	0.05189681335356601	0.007587253414264037	0.0009104704097116844	0.36752136752136755	0.008547008547008548	0.15384615384615385	0.021367521367521368	0.01282051282051282	0.1752136752136752	0.38461538461538464	0.25213675213675213	0.3817905918057663	0.989771833202203	0.017602427921092564	0.18376068376068377	0.925207756232687	0.0332409972299169	0.0110803324099723	0.04986149584487535	0.0	0.05555555555555555	0.21794871794871795	0.05128205128205128	0.05982905982905983	0.08547008547008547	0.18376068376068377	0.04700854700854701	0.07264957264957266	0.0477326968973747	0.00954653937947494	0.2094017094017094	0.4322033898305085	0.6652542372881356	0.006980273141122913	0.408207343412527	2.7166012370566532	1.4368027380842259	0.09336158192090395	0.19826977401129942	0.03647598870056497	0.038135593220338986	0.01885593220338983	0.022387005649717514	0.03619350282485875
GO_SPEECH_017	de	croco	ref	18.457142857142856	0.05263157894736842	0.009287925696594427	0.0	0.5142857142857142	0.02857142857142857	0.11428571428571428	0.0	0.0	0.14285714285714285	1.1714285714285715	0.17142857142857143	0.42724458204334365	0.989247311827957	0.017027863777089782	0.2857142857142857	0.6956521739130435	0.14492753623188406	0.014492753623188406	0.17391304347826086	0.0	0.02857142857142857	0.3142857142857143	0.2571428571428571	0.08571428571428572	0.11428571428571428	0.2	0.11428571428571428	0.0	0.0392156862745098	0.0	0.02857142857142857	0.6857142857142857	0.4857142857142857	0.007739938080495356	0.475	3.0970716251908006	1.9404543603407964	0.09999999999999999	0.28285714285714286	0.07952380952380952	0.02	0.02952380952380952	0.014285714285714285	0.020952380952380955
GO_ESSAY_021	de	croco	ref	17.68867924528302	0.039466666666666664	0.0026666666666666666	0.0010666666666666667	0.4716981132075472	0.009433962264150943	0.2169811320754717	0.02830188679245283	0.009433962264150943	0.41509433962264153	1.0471698113207548	0.2358490566037736	0.4378666666666667	0.9773809523809524	0.015466666666666667	0.20754716981132076	0.8368421052631579	0.09473684210526316	0.005263157894736842	0.21578947368421053	0.0	0.05660377358490566	0.19811320754716982	0.27358490566037735	0.1320754716981132	0.11320754716981132	0.2830188679245283	0.03773584905660377	0.08490566037735849	0.0440251572327044	0.009433962264150943	0.10377358490566038	0.5233644859813084	0.5700934579439252	0.008533333333333334	0.46153846153846156	2.998765954966331	1.851388726735865	0.127369826435247	0.2159101023587005	0.017222963951935916	0.032487761459724075	0.020427236315086784	0.053738317757009345	0.03271028037383177
GO_ESSAY_019	de	croco	ref	20.1875	0.02321981424148607	0.0046439628482972135	0.0	0.8064516129032258	0.0	0.3225806451612903	0.0	0.06451612903225806	0.25806451612903225	1.096774193548387	0.0	0.4628482972136223	0.9933554817275747	0.015479876160990712	0.3548387096774194	0.8088235294117647	0.029411764705882353	0.029411764705882353	0.10294117647058823	0.0	0.1935483870967742	0.3548387096774194	0.12903225806451613	0.16129032258064516	0.1935483870967742	0.3225806451612903	0.06451612903225806	0.03225806451612903	0.008333333333333333	0.0	0.12903225806451613	0.6764705882352942	0.5882352941176471	0.010835913312693499	0.5340909090909091	3.342674823378035	2.1056090863004373	0.13590102707749768	0.2552287581699346	0.06493930905695612	0.05816993464052288	0.060737628384687214	0.08088235294117647	0.01988795518207283
GO_ESSAY_001	de	croco	ref	22.560439560439562	0.02143205065757428	0.0063321967851924016	0.0004870920603994155	0.6373626373626373	0.01098901098901099	0.2087912087912088	0.0	0.06593406593406594	0.31868131868131866	1.3186813186813187	0.08791208791208792	0.44422795908426693	0.9795918367346939	0.013151485630784217	0.1978021978021978	0.8306878306878307	0.06349206349206349	0.005291005291005291	0.164021164021164	0.02197802197802198	0.07692307692307693	0.24175824175824176	0.3626373626373626	0.0989010989010989	0.16483516483516483	0.14285714285714285	0.02197802197802198	0.02197802197802198	0.03323262839879154	0.012084592145015106	0.17582417582417584	0.5	0.59375	0.009254749147588894	0.6363636363636364	3.288527536036823	2.015081502466408	0.10496031746031746	0.16068948412698414	0.034027777777777775	0.03883928571428571	0.03611111111111111	0.09489087301587301	0.012524801587301586
GO_POPSCI_006	de	croco	ref	26.02857142857143	0.030186608122941824	0.010976948408342482	0.00027442371020856203	0.7928571428571428	0.02142857142857143	0.30714285714285716	0.05	0.03571428571428571	0.36428571428571427	1.3357142857142856	0.22857142857142856	0.42206366630076836	0.9429797670141018	0.01619099890230516	0.30714285714285716	0.7994722955145118	0.09234828496042216	0.0079155672823219	0.24802110817941952	0.03571428571428571	0.2714285714285714	0.5	0.39285714285714285	0.1357142857142857	0.2357142857142857	0.2357142857142857	0.09285714285714286	0.07857142857142857	0.030560271646859084	0.006791171477079796	0.18571428571428572	0.8503401360544217	0.47619047619047616	0.010153677277716796	0.5560640732265446	3.3056515384565626	2.2533131070973056	0.09754665213848887	0.16471836931020606	0.11072606531790205	0.055153821990556684	0.06618149424271873	0.03969063816002591	0.05158779240411893
GO_TOU_018	de	croco	ref	28.153846153846153	0.008743169398907104	0.003825136612021858	0.0	1.2615384615384615	0.0	0.1076923076923077	0.015384615384615385	0.015384615384615385	0.23076923076923078	1.8923076923076922	0.09230769230769231	0.3770491803278688	0.9787234042553191	0.004371584699453552	0.1076923076923077	0.8108108108108109	0.07207207207207207	0.009009009009009009	0.22522522522522523	0.06153846153846154	0.06153846153846154	0.06153846153846154	0.2	0.03076923076923077	0.03076923076923077	0.24615384615384617	0.0	0.0	0.07272727272727272	0.013636363636363636	0.046153846153846156	0.3939393939393939	0.7121212121212122	0.002185792349726776	0.7404580152671756	3.355564022072592	2.216223291606735	0.10606060606060606	0.1275252525252525	0.11237373737373736	0.00505050505050505	0.03156565656565656	0.0404040404040404	0.041666666666666664
GO_INSTR_009	de	croco	ref	16.59223300970874	0.04300760678759508	0.0017554125219426564	0.0002925687536571094	0.5388349514563107	0.0048543689320388345	0.06796116504854369	0.009708737864077669	0.009708737864077669	0.07766990291262135	0.6990291262135923	0.04854368932038835	0.4122293739028672	0.9572010869565217	0.003510825043885313	0.32038834951456313	0.7692307692307693	0.023668639053254437	0.01775147928994083	0.2455621301775148	0.0048543689320388345	0.1941747572815534	0.18446601941747573	0.06310679611650485	0.014563106796116505	0.07766990291262135	0.18932038834951456	0.009708737864077669	0.0048543689320388345	0.03389830508474576	0.00847457627118644	0.16990291262135923	0.41706161137440756	0.6587677725118484	0.005558806319485079	0.6048192771084338	3.0898564917217013	1.5732622309644957	0.07413676371022343	0.1953345232966086	0.08092263187049917	0.01066350710900474	0.07443835785068012	0.022839088241931847	0.04522681110358835
GO_POPSCI_010	de	croco	ref	19.557377049180328	0.022352612461581448	0.003352891869237217	0.0016764459346186086	0.5519125683060109	0.00546448087431694	0.15300546448087432	0.01092896174863388	0.0273224043715847	0.3114754098360656	1.4153005464480874	0.13114754098360656	0.46661078513551274	0.9858323494687131	0.021514389494272142	0.12568306010928962	0.8106508875739645	0.09467455621301775	0.014792899408284023	0.3254437869822485	0.00546448087431694	0.16393442622950818	0.29508196721311475	0.18032786885245902	0.13114754098360656	0.1366120218579235	0.26229508196721313	0.0546448087431694	0.07650273224043716	0.05394190871369295	0.008298755186721992	0.19672131147540983	0.5027027027027027	0.6432432432432432	0.012014529198100027	0.5284974093264249	3.1574961446044	1.9011508922963078	0.08693693693693694	0.13492492492492492	0.07304804804804806	0.03141141141141141	0.05157657657657657	0.01099099099099099	0.03576576576576577
GO_TOU_017	de	croco	ref	22.869565217391305	0.005703422053231939	0.0019011406844106464	0.0019011406844106464	0.9565217391304348	0.0	0.0	0.0	0.0	0.21739130434782608	1.8695652173913044	0.13043478260869565	0.3916349809885932	0.9903846153846154	0.011406844106463879	0.2608695652173913	0.7631578947368421	0.15789473684210525	0.02631578947368421	0.15789473684210525	0.0	0.13043478260869565	0.043478260869565216	0.08695652173913043	0.043478260869565216	0.0	0.043478260869565216	0.0	0.0	0.039473684210526314	0.02631578947368421	0.08695652173913043	0.375	0.75	0.0076045627376425855	0.7352941176470589	3.549710604630806	1.8110959441562335	0.010416666666666666	0.1111111111111111	0.048611111111111105	0.0	0.05902777777777777	0.041666666666666664	0.13194444444444445
